name,ingredients,diet,course,procedure,state,img_url,,,,,,
Rabri,"Condensed milk, sugar, spices, nuts",vegetarian,dessert,"Step 1:
In a heavy-bottom pan, boil 1 liter full cream milk on medium flame, stirring occasionally.

Step 2:
Keep scraping the cream from the sides and mix it back into the milk. Let the milk reduce to ⅓ quantity.

Step 3:
Add ½ cup sugar and stir until it dissolves completely.

Step 4:
Add ½ tsp cardamom powder and a few saffron strands soaked in warm milk.

Step 5:
Mix in 2 tbsp chopped almonds, pistachios, and cashews.

Step 6:
Cook for another 5 minutes and turn off the flame.

Step 7:
Let it cool and refrigerate for 2-3 hours for a chilled version.

Step 8:
Serve garnished with dry fruits and rose petals.",Uttar Pradesh,https://www.crazymasalafood.com/wp-content/images/rabdi.jpg,,,,,,
Rajma,"Red kidney beans, garam masala powder, ginger, tomato, mustard oil",vegetarian,main course,"Step 1: Pressure cook soaked rajma with salt and water for 4-5 whistles until soft.
Step 2: Heat 2 tbsp oil in a pan, add cumin seeds and sauté onions until golden brown.
Step 3: Add ginger-garlic paste and green chili, cook for 1 min.
Step 4: Add tomato puree, turmeric powder, red chili powder, coriander powder, and rajma masala. Cook until oil separates.
Step 5: Add boiled rajma with its water and simmer for 10 mins. Add garam masala and garnish with fresh coriander leaves.",Punjab,https://www.vegrecipesofindia.com/wp-content/uploads/2021/05/rajma-recipe-1-500x500.jpg,,,,,,
Ras malai,"Chhena, reduced milk, pistachio",vegetarian,dessert,"Step 1:
In a bowl, mix 1 liter boiled milk with 2 tbsp lemon juice to curdle the milk. Strain the curdled milk using a muslin cloth and wash it with cold water. Squeeze out excess water to get chhena (paneer).

Step 2:
Knead the chhena for 5-7 minutes into a smooth dough. Make small round balls and flatten them slightly.

Step 3:
In a pan, boil 2 cups water and 1 cup sugar to make sugar syrup. Add the chhena balls and cook for 10-12 minutes on medium flame until they double in size.

Step 4:
In another pan, boil 1 liter milk until it reduces to ¾ quantity. Add ½ cup sugar, ½ tsp cardamom powder, and a few saffron strands.

Step 5:
Squeeze the chhena balls gently to remove sugar syrup and add them to the thickened milk.

Step 6:
Cook for 5-7 minutes on low flame to let the ras malai absorb the milk flavor.

Step 7:
Garnish with chopped pistachios, almonds, and saffron strands.

Step 8:
Refrigerate for 2-3 hours and serve chilled.",West Bengal,https://www.crazymasalafood.com/wp-content/images/rasmalai.jpg,,,,,,
Spongy White Rasgulla,"Milk, Lemon juice or Vinegar, Water, Sugar, Cardamom pods (optional), Rose water or Kewra water (optional), Ice cubes",vegetarian,dessert,"Step 1: Boil the Milk
Take 1 liter of full-fat milk in a heavy-bottomed pan and bring it to a boil over medium heat.

Stir the milk occasionally to ensure it doesn't stick to the bottom or burn.

Once it starts boiling, reduce the heat to low, and get ready for the next step.

Step 2: Curdling the Milk
Slowly add 2-3 tablespoons of lemon juice or vinegar (dissolved in a little water) to the hot milk, a few drops at a time. Stir gently as you add it.

The milk will begin to curdle, and the whey (the watery liquid) will separate from the curds (the solid part). This is when the milk splits into two layers — curds and whey.

If the milk doesn’t curdle fully, you can add a little more lemon juice or vinegar, but do it slowly and carefully to avoid over-curdling.",West Bengal,https://www.ramasrey.com/wp-content/uploads/2018/08/Rasgulla.jpg,,,,,,
Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",vegetarian,snack,"Step 1:
Wash 1 cup sabudana (sago pearls) and soak in water for 4-5 hours or overnight. Drain excess water.

Step 2:
Dry roast 1/2 cup peanuts, crush coarsely, and set aside.

Step 3:
Heat 2 tbsp ghee or oil in a pan. Add 1 tsp cumin seeds and 2 chopped green chilies.

Step 4:
Add 2 boiled, cubed potatoes and sauté for 2 mins.

Step 5:
Add soaked sabudana, crushed peanuts, salt, and 1 tsp lemon juice. Cook for 3-4 mins on low flame, stirring gently.

Step 6:
Garnish with fresh coriander leaves and serve hot.",Maharashtra,https://www.indianhealthyrecipes.com/wp-content/uploads/2021/06/sabudana-khichdi-recipe.jpg,,,,,,
Sambhar,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",vegetarian,main course,"Step 1: Pressure cook toor dal with turmeric powder, salt, and water for 3-4 whistles until soft. Mash the dal.
Step 2: In a pan, boil carrot, drumsticks, and lauki with water until soft.
Step 3: Add chopped tomato, sambhar powder, tamarind water, and cooked dal. Simmer for 10 mins.
Step 4: For tempering, heat oil, add mustard seeds, cumin seeds, dry red chilies, curry leaves, and asafoetida. Pour over sambhar.
Step 5: Garnish with fresh coriander leaves.",Tamil Nadu,https://cdn.cdnparenting.com/articles/2018/11/11151651/sambar-sambhar-recipe.webp,,,,,,
Namkeen Sevai,"Vermicelli (sevai), parboiled rice, steamer",vegetarian,main course,"Step 1: Roast vermicelli (sevai) in a dry pan until golden brown and set aside.
Step 2: Heat 1 tbsp oil in a pan, add mustard seeds and let them splutter.
Step 3: Add curry leaves, green chili, and onions, sauté until soft.
Step 4: Add carrot, peas, and turmeric powder, cook for 2-3 mins.
Step 5: Add 2 cups water and salt, bring to a boil.
Step 6: Add roasted sevai and cook until water is absorbed.
Step 7: Garnish with fresh coriander leaves and lemon juice.",Tamil Nadu,https://rakskitchen.net/wp-content/uploads/2013/11/10942710884_74fc10ab6c_z.jpg,,,,,,https://www.blissofcooking.com/wp-content/uploads/2017/05/Namkeen-Seviyan-Feature-e1495381742253.jpg
Shahi paneer,"Cottage cheese, malai, garam masala, ginger, tomato",vegetarian,main course,"Step 1: Blend soaked cashew nuts into a smooth paste.
Step 2: Heat 2 tbsp butter in a pan, add cumin seeds and sauté onions until golden brown.
Step 3: Add ginger-garlic paste, cook for 1 min, then add tomato puree.
Step 4: Add turmeric powder, red chili powder, coriander powder, and salt. Cook until oil separates.
Step 5: Add cashew paste and kasuri methi, cook for 3-4 mins.
Step 6: Add paneer cubes and garam masala, cook for 2 mins.
Step 7: Add fresh cream and garnish with fresh coriander leaves.",Punjab,https://www.vegrecipesofindia.com/wp-content/uploads/2013/06/shahi-paneer-1-1-1152x1536.jpg,,,,,,
Shrikhand,"Curd, sugar, saffron, cardamom",vegetarian,dessert,"Step 1:
Take 2 cups thick curd (yogurt) and hang it in a muslin cloth for 4-5 hours to drain excess water.

Step 2:
Transfer the thick curd to a bowl and whisk until smooth and creamy.

Step 3:
Add ½ cup powdered sugar and mix well until the sugar dissolves completely.

Step 4:
Add ½ tsp cardamom powder and a few saffron strands soaked in 2 tbsp warm milk for flavor and color.

Step 5:
Mix in 2 tbsp chopped almonds and pistachios.

Step 6:
Refrigerate for 2-3 hours to chill.

Step 7:
Garnish with dry fruits and rose petals before serving.

Step 8:
Serve chilled as a dessert or with puri.",Maharashtra,https://www.crazymasalafood.com/wp-content/images/shrikhand-1.jpg,,,,,,
Sohan papdi,"Gram flour, ghee, sugar, milk, cardamom",vegetarian,dessert,"Step 1:
In a pan, heat 1 cup ghee on low flame. Add 1 cup gram flour (besan) and 1 cup all-purpose flour (maida). Roast on low flame until golden and aromatic (10-12 minutes).

Step 2:
In another pan, boil 1½ cups sugar and ½ cup water until it reaches 1-string consistency. Add ½ tsp cardamom powder and a few saffron strands.

Step 3:
Pour the hot sugar syrup into the roasted flour mixture. Stir continuously until the mixture becomes thick and starts leaving the sides of the pan.

Step 4:
Grease a tray with ghee and pour the mixture into it. Spread evenly.

Step 5:
Garnish with chopped almonds and pistachios.

Step 6:
Let it cool for 1-2 hours.

Step 7:
Cut into square or diamond shapes.

Step 8:
Serve or store in an airtight container.",Maharashtra,https://www.crazymasalafood.com/wp-content/images/sohanpapdi.jpg,,,,,,
Tandoori Chicken,"Greek yogurt, garam masala, kasuri methi, marinade, mustard oil",non vegetarian,main course,"Step 1:
Make deep cuts in 500g chicken pieces for better marination.

Step 2:
In a bowl, mix ½ cup thick yogurt, 1 tbsp ginger-garlic paste, 1 tbsp lemon juice, 1 tsp red chili powder, ½ tsp turmeric powder, 1 tsp cumin powder, 1 tsp coriander powder, ½ tsp garam masala, ½ tsp black pepper powder, 1 tsp kasuri methi, 1 tbsp mustard oil, and salt to taste. Add a pinch of red food color (optional).

Step 3:
Coat the chicken well with the marinade and refrigerate for at least 4 hours (overnight for best results).

Step 4:
Preheat an oven to 200°C (400°F) or heat a grill pan.

Step 5:
Place the marinated chicken on a baking tray or grill. Cook for 25-30 minutes, flipping halfway.

Step 6:
Baste the chicken with 1 tbsp butter and grill for another 5 minutes until slightly charred.

Step 7:
(Optional) For a smoky flavor, place a hot charcoal piece in a small bowl inside the chicken dish, pour a little butter or oil over it, cover, and let it sit for 5 minutes.

Step 8:
Garnish with onion rings, lemon wedges, and fresh coriander leaves.

Step 9:
Serve hot with mint chutney and naan.",Punjab,https://i.ndtvimg.com/i/2015-01/625-tandoori-chicken_625x350_81420696757.jpg,,,,,,
Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",vegetarian,snack,"Step 1:
In a bowl, mix 2 cups whole wheat flour, 1/4 cup gram flour (besan), 1/2 tsp turmeric powder, 1 tsp red chili powder, 1 tsp cumin seeds, 1 tsp ginger-green chili paste, 2 tbsp curd, 2 tbsp oil, salt, and 2 tbsp chopped coriander leaves.

Step 2:
Add water gradually and knead into a soft dough. Rest for 20 mins.

Step 3:
Divide the dough into small balls and roll each into thin round rotis.

Step 4:
Heat a tawa, cook theplas on both sides with little oil until golden brown.

Step 5:
Serve hot with curd, pickle, or masala tea.
",Gujarat,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/April-18/Jowar_Atta_Pyaz_Thepla_Jowar_Onion_Paratha-3.jpg,,,,,,
Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",vegetarian,main course,"Step 1: Mix besan, methi leaves, red chili powder, and salt, knead into a soft dough, make small balls, and deep fry to make muthiya.
Step 2: Heat 2 tbsp oil in a pan, add cumin seeds and sauté.
Step 3: Add turmeric powder, red chili powder, coriander powder, and salt.
Step 4: Add all vegetables and cook covered for 15 mins on low flame.
Step 5: Add muthiya and garam masala, cook for 5 mins.
Step 6: Garnish with fresh coriander leaves and lemon juice.",Gujarat,https://www.vegrecipesofindia.com/wp-content/uploads/2015/04/undhiyu-recipe.jpg,,,,,,
Upma,"Chana dal, urad dal, ginger, curry leaves, sugar",vegetarian,snack,"Step 1:
Heat 2 tbsp oil in a pan. Add 1 tsp mustard seeds, 1 tsp cumin seeds, and few curry leaves. Let them splutter.

Step 2:
Add 1 chopped onion, 1-2 green chilies (chopped), and 1 tsp ginger (grated). Sauté until onions turn soft.

Step 3:
Add 1/2 cup chopped vegetables (carrot, peas) and sauté for 2-3 mins.

Step 4:
Add 1 cup semolina (rava) and roast on low flame for 3-4 mins until light golden.

Step 5:
Pour 2.5 cups hot water, salt, and stir continuously to avoid lumps.

Step 6:
Cover and cook for 3-4 mins on low flame. Add lemon juice and coriander leaves.",Kerela,https://static.toiimg.com/thumb/84709540.cms?imgsize=221435&width=800&height=800,,,,,,
Uttapam,"Chana dal, urad dal, thick poha, tomato, butter",vegetarian,snack,"Step 1:
Prepare batter by soaking 1 cup rice, 1/4 cup urad dal, and 1 tbsp fenugreek seeds for 6 hours. Grind into a smooth batter, add salt, and ferment overnight for 8-10 hours.

Step 2:
Chop 1 onion, 1 tomato, 1 green chili, 1 small capsicum, and few coriander leaves.

Step 3:
Heat a tawa, pour a ladle of batter, and spread thick like a pancake.

Step 4:
Sprinkle chopped onions, tomatoes, chilies, and capsicum on top. Drizzle a little oil around the edges.

Step 5:
Cook on low flame until golden at the bottom. Flip and cook the other side for 1-2 mins.

Step 6:
Serve hot with coconut chutney and sambar.
",Tamil Nadu,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Tomato_Uthappam_Recipe.jpg,,,,,,
Vada,"Urad dal, ginger, curry leaves, green chilies, black pepper",vegetarian,snack,"Step 1:
Soak 1 cup urad dal in water for 4-5 hours. Drain and grind into a smooth batter with little water.

Step 2:
Add 1 chopped onion, 2 chopped green chilies, 1 tsp ginger (grated), few curry leaves (chopped), 2 tbsp coriander leaves, and salt. Mix well.

Step 3:
Wet your hands, take a small portion of batter, shape into a round, and make a hole in the center.

Step 4:
Heat oil in a pan and deep fry vadas on medium flame until golden and crispy.

Step 5:
Drain on tissue paper.

Step 6:
Serve hot with coconut chutney and sambar.
",Karnataka,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Andhra_Style_Bobbarlu_Vada_Alsande_Vada_Recipe_Spicy_Lobia_Vada_Recipe.jpg,,,,,,
Coconut Laddu,"coconut, milk or cream, sugar, and cardamom",vegetarian,dessert,"Step 1:
In a pan, heat 1 tsp ghee and add 2 cups grated coconut. Roast on low flame for 2-3 minutes until fragrant.

Step 2:
Add 1 cup condensed milk and mix well. Cook on low flame until the mixture thickens.

Step 3:
Add ½ tsp cardamom powder and 2 tbsp chopped dry fruits like almonds and cashews. Mix well.

Step 4:
Turn off the flame and let the mixture cool slightly.

Step 5:
Grease your hands with ghee and shape the mixture into small round laddus.

Step 6:
Roll the laddus in grated coconut for a perfect coating.

Step 7:
Let them set for 30 minutes at room temperature.

Step 8:
Serve or store in an airtight container for up to 1 week.",South,https://www.indianveggiedelight.com/wp-content/uploads/2020/11/instant-coconut-ladoo-featured-1.jpg,,,,,,
Chocolate Lava Cake,"All-purpose flour (Maida), Powdered sugar, Baking powder, Salt, Milk, Oil, Vanilla essence, Dark chocolate, Butter",vegetarian,dessert,"Step 1:
Preheat the oven to 180°C (350°F) and grease the ramekins with butter or oil.

Step 2:
Melt 100g dark chocolate and 50g butter using a double boiler or microwave. Stir until smooth and set aside.

Step 3:
In a bowl, mix ½ cup all-purpose flour (maida), ¼ cup powdered sugar, ¼ tsp baking powder, and a pinch of salt.

Step 4:
Add ¼ cup milk, 2 tbsp oil, and ½ tsp vanilla essence to the dry ingredients. Mix well.

Step 5:
Pour the melted chocolate mixture into the batter and combine gently.

Step 6:
Grease the ramekins and fill them ¾ full with the batter.

Step 7:
Bake for 12-15 minutes until the edges are set but the center remains gooey.

Step 8:
Let them cool for 2 minutes, then invert onto a plate.

Step 9:
Serve hot with ice cream or chocolate syrup.",France,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQvc1LdmNoBFJUR0mQ67MvlDIaUs8H0I8Ogaw&s,,,,,,
Strawberry Cake,"All-purpose flour, Sugar, Baking powder, Baking soda, Milk, Oil, Vanilla essence, Strawberry puree, Fresh strawberries, Whipping cream",vegetarian,dessert,"Step 1: Preheat the oven to 180°C (350°F) and grease the cake tin with butter or oil.

Step 2: In a bowl, mix all-purpose flour, baking powder, and baking soda.

Step 3: Whisk sugar, oil, and vanilla essence until creamy.

Step 4: Add strawberry puree to the mixture and combine well.

Step 5: Gradually add the dry mixture to the wet mixture along with milk, stirring until smooth.

Step 6: Pour the batter into the greased tin and bake for 30-35 minutes or until a toothpick comes out clean.

Step 7: Let the cake cool completely.

Step 8: Decorate with whipping cream and fresh strawberries before serving.",Europe,"https://media.cnn.com/api/v1/images/stellar/prod/191105112545-budapest-cakes-full-cake-and-cake-slice-1.jpg?q=w_1600,h_900,x_0,y_0,c_fill",,,,,,
Banana Cake,"Banana, All-purpose flour, Sugar, Baking powder, Baking soda, Salt, Oil, Vanilla essence, Milk. ",vegetarian,dessert,"Step 1: Preheat the oven to 180°C (350°F) and grease the cake tin with 1 tbsp butter or oil.

Step 2: In a bowl, mash 2 ripe bananas until smooth and add ½ cup sugar, ¼ cup oil, and 1 tsp vanilla essence. Mix well.

Step 3: Sift 1 cup all-purpose flour, 1 tsp baking powder, and ½ tsp baking soda into the mixture and combine.

Step 4: Gradually pour in ¼ cup milk and stir until the batter becomes smooth.

Step 5: Add ¼ cup chopped walnuts (optional) and fold gently into the batter.

Step 6: Pour the batter into the greased tin and bake for 30-35 minutes or until a toothpick inserted comes out clean.

Step 7: Let the cake cool completely before slicing and serving.",United States,https://thefirstyearblog.com/wp-content/uploads/2024/03/Banana-Cake-Square-2024.png,,,,,,
Vanilla Cake,"All-purpose flour, Sugar, Baking powder, Baking soda, Salt, Milk, Oil, Vanilla essence, Vinegar (optional for eggless), Butter (optional), Whipping cream (for frosting).",vegetarian,dessert,"Step 1: Preheat the oven to 180°C (350°F) and grease the cake tin with 1 tbsp butter or oil.

Step 2: In a bowl, mix 1 cup all-purpose flour, 1 tsp baking powder, and ½ tsp baking soda.

Step 3: In another bowl, whisk ½ cup sugar, ¼ cup oil, and 1 tsp vanilla essence until creamy.

Step 4: Gradually add the dry mixture to the wet mixture while pouring ½ cup milk slowly and stir to form a smooth batter.

Step 5: Pour the batter into the greased tin and tap to remove air bubbles.

Step 6: Bake for 30-35 minutes or until a toothpick inserted comes out clean.

Step 7: Let the cake cool completely before decorating with whipping cream or serving.",Mexico,https://recipesblob.oetker.ca/assets/1936ef0980bf466189b285b65ee574e9/360x400/vanilla-cake-one-slice-missing-11.webp,,,,,,
Peanut Butter Cookies,"All-purpose flour, Peanut butter, Sugar, Brown sugar, Baking powder, Baking soda, Butter, Vanilla essence, Milk, Salt.",vegetarian,dessert,"Step 1: Preheat the oven to 180°C (350°F) and line a baking tray with parchment paper.

Step 2: In a bowl, whisk ½ cup peanut butter, ¼ cup butter (softened), ½ cup sugar, and ¼ cup brown sugar until creamy.

Step 3: Add 1 tsp vanilla essence and mix well.

Step 4: Sift 1 cup all-purpose flour, ½ tsp baking powder, and ¼ tsp baking soda into the mixture.

Step 5: Gradually add 2 tbsp milk to form a soft dough.

Step 6: Shape the dough into small balls, place them on the tray, and flatten slightly with a fork.

Step 7: Bake for 12-15 minutes until the edges turn golden.

Step 8: Let the cookies cool completely before serving.",United States,"https://spcdn.shortpixel.ai/spio/ret_img,q_orig,to_webp,s_webp/joythebaker.com/wp-content/uploads/2022/01/0S9A5344.jpg",,,,,,
Pudding,"Milk, Sugar, Cornflour, Vanilla essence, Cocoa powder, Condensed milk, Custard powder (optional), Dry fruits, Chocolate syrup (optional).",vegetarian,dessert,"Step 1: In a saucepan, heat 2 cups milk on medium flame.

Step 2: Add ½ cup sugar and stir until dissolved.

Step 3: In a small bowl, mix 2 tbsp cornflour with ¼ cup cold milk to form a smooth paste.

Step 4: Slowly pour the cornflour mixture into the hot milk, stirring continuously to avoid lumps.

Step 5: Add 1 tsp vanilla essence and cook until the mixture thickens.

Step 6: Pour the pudding into serving bowls and let it cool.

Step 7: Refrigerate for 2-3 hours to set.

Step 8: Garnish with dry fruits or chocolate syrup before serving.",France,https://bakewithshivesh.com/wp-content/uploads/2023/04/IMG_0052-scaled.jpg,,,,,,
Chocolate Ice-Cream,"Milk, Sugar, Cocoa powder, Fresh cream, Condensed milk, Vanilla essence, Dark chocolate (optional), Chocolate chips (optional).",vegetarian,dessert,"Step 1:
Melt 100g dark chocolate in a microwave or double boiler. Add 1/2 cup cocoa powder and mix well. Let it cool at room temperature.

Step 2:
In a bowl, whisk 2 cups heavy cream using an electric beater until soft peaks form.

Step 3:
Add 1 cup condensed milk, 1 tsp vanilla essence, 1/2 cup powdered sugar, and the melted chocolate mixture into the whipped cream. Fold gently using a spatula without overmixing.

Step 4:
Pour the mixture into an airtight container. Cover with cling wrap and freeze for 6-8 hours until set.

Step 5:
Scoop out the creamy ice cream and garnish with choco chips or chocolate syrup before serving.
",Italy,https://sugarpursuit.com/wp-content/uploads/2023/05/Chocolate-ice-cream-thumbnail.jpg,,,,,,
Vanilla Ice-Cream,"Milk, Sugar, Fresh cream, Condensed milk, Vanilla essence, Cornflour (optional).",vegetarian,dessert,"Step 1:
In a bowl, whisk 2 cups heavy cream using an electric beater until soft peaks form.

Step 2:
Add 1 cup condensed milk, 1 tsp vanilla essence, and 1/2 cup powdered sugar into the whipped cream.

Step 3:
Gently fold the mixture using a spatula until everything is combined.

Step 4:
Pour the mixture into an airtight container. Cover with cling wrap and freeze for 6-8 hours or until set.

Step 5:
Scoop out the creamy vanilla ice cream and serve with chocolate syrup, sprinkles, or fresh fruits.
",France,https://static.toiimg.com/thumb/54677722.cms?width=1200&height=900,,,,,,
Pineapple Cake,"All-purpose flour, Sugar, Baking powder, Baking soda, Milk, Oil, Vanilla essence, Pineapple slices, Pineapple syrup, Whipping cream, Chopped pineapple (for garnish).",vegetarian,dessert,"Step 1:
Preheat the oven to 180°C and grease a baking tin with butter or oil.

Step 2:
In a bowl, whisk 1 cup powdered sugar and 1/2 cup oil or butter until creamy.

Step 3:
Add 1 cup curd (yogurt) and 1 tsp vanilla essence, then mix well.

Step 4:
Sift in 1½ cups all-purpose flour, 1 tsp baking powder, and ½ tsp baking soda.

Step 5:
Add 1/2 cup pineapple juice and mix gently until the batter is smooth.

Step 6:
Pour the batter into the greased tin, garnish with pineapple slices on top, and bake for 30-35 minutes or until golden brown.

Step 7:
Cool completely, decorate with whipped cream or pineapple chunks, and serve!
",United States,https://cdn.wishingcart.in/wp-content/uploads/2023/04/Flavorful-Pineapple-Cake.jpg,,,,,,
Chocolate Chip Cookies,"All-purpose flour, Sugar, Brown sugar, Baking powder, Baking soda, Butter, Vanilla essence, Milk, Chocolate chips, Salt.",vegetarian,dessert,"Step 1:
In a bowl, whisk 1/2 cup butter (softened) and 1/2 cup powdered sugar until creamy.

Step 2:
Add 1/4 cup brown sugar, 1 tsp vanilla essence, and 1 egg. Mix until smooth.

Step 3:
Sift in 1½ cups all-purpose flour, 1/2 tsp baking soda, and a pinch of salt.

Step 4:
Add 1 cup chocolate chips and mix gently to form a soft dough.

Step 5:
Scoop small portions of dough onto a baking tray lined with parchment paper.

Step 6:
Bake at 180°C for 10-12 minutes or until golden brown.

Step 7:
Cool completely, serve with milk, and enjoy your delicious cookies!",United States,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2014/7/17/1/FN_Simple-Chocolate-Chip-Cookies_s4x3.jpg.rend.hgtvcom.616.462.suffix/1438794106265.webp,,,,,,
Black Forest Cake,"All-purpose flour, Sugar, Cocoa powder, Baking powder, Baking soda, Milk, Oil, Vanilla essence, Whipping cream, Cherries, Chocolate shavings, Sugar syrup.",vegetarian,dessert,"Step 1:
Preheat the oven to 180°C and grease two cake tins.

Step 2:
In a bowl, whisk 1 cup powdered sugar and 1/2 cup oil or butter until creamy.

Step 3:
Add 1 cup curd (yogurt), 1 tsp vanilla essence, and mix well.

Step 4:
Sift in 1½ cups all-purpose flour, 1/2 cup cocoa powder, 1 tsp baking powder, and 1/2 tsp baking soda. Mix gently.

Step 5:
Add 1/2 cup milk gradually and fold the batter until smooth.

Step 6:
Pour into the greased tins and bake for 30-35 minutes or until a toothpick comes out clean. Let the cakes cool completely.

Step 7:
Cut the cakes into two layers each. Brush each layer with cherry syrup or sugar syrup.

Step 8:
Whip 2 cups heavy cream with 2 tbsp powdered sugar until stiff peaks form.

Step 9:
Spread whipped cream on each layer and add chopped cherries between layers.

Step 10:
Cover the whole cake with whipped cream, decorate with chocolate shavings, cherries, and chocolate syrup.

Step 11:
Chill the cake for 1-2 hours before serving.
",Germany,https://bakewithshivesh.com/wp-content/uploads/2021/05/IMG_9384-scaled.jpg,,,,,,
FruitCake,"All-purpose flour, Sugar, Baking powder, Baking soda, Butter, Milk, Vanilla essence, Mixed dry fruits (raisins, almonds, cashews), Tutti frutti, Orange juice, Cinnamon powder (optional).",vegetarian,dessert,"Step 1:
Preheat the oven to 180°C and grease a cake tin with butter or oil.

Step 2:
In a bowl, whisk 1/2 cup butter and 3/4 cup powdered sugar until creamy.

Step 3:
Add 1 cup curd (yogurt) and 1 tsp vanilla essence, then mix well.

Step 4:
Sift in 1½ cups all-purpose flour, 1 tsp baking powder, and 1/2 tsp baking soda.

Step 5:
Add 1/4 cup milk and fold the batter gently.

Step 6:
Mix 1 cup chopped dry fruits (raisins, almonds, cashews, cherries) with 1 tbsp flour and add to the batter.

Step 7:
Pour the batter into the greased tin and bake for 35-40 minutes or until a toothpick comes out clean.

Step 8:
Cool completely, slice, and serve your delicious fruit cake!
",Europe,"https://hips.hearstapps.com/hmg-prod/images/fruit-cake-recipe-1630084221.jpg?crop=0.675xw:1.00xh;0.137xw,0&resize=1200:*",,,,,,
Sizzling Brownie,"All-purpose flour, Cocoa powder, Sugar, Baking powder, Baking soda, Butter, Milk, Vanilla essence, Dark chocolate, Ice cream (vanilla), Chocolate syrup.",vegetarian,dessert,"Step 1:
Preheat the oven to 180°C and grease a baking tray with butter.

Step 2:
Melt 100g dark chocolate and 1/2 cup butter in a bowl using a double boiler or microwave.

Step 3:
Add 1 cup powdered sugar and mix well.

Step 4:
Add 1/2 cup milk and 1 tsp vanilla essence, then mix again.

Step 5:
Sift in 1 cup all-purpose flour, 1/4 cup cocoa powder, 1/2 tsp baking powder, and a pinch of salt.

Step 6:
Fold everything gently to form a smooth batter. Pour into the baking tray and bake for 20-25 minutes.

Step 7:
Once baked, cut into squares and place one brownie piece on a hot sizzling plate.

Step 8:
Top with vanilla ice cream and drizzle hot chocolate sauce over it.

Step 9:
Serve immediately and enjoy the sizzling sound with each bite!",India,https://i.pinimg.com/736x/cc/f7/b1/ccf7b176d894168b970e6963b9c2412a.jpg,,,,,,
Chicken Tikka,"Chicken, curd, ginger-garlic paste, lemon juice, red chili powder, turmeric powder, cumin powder, garam masala, coriander powder, salt, oil, capsicum, onion, butter, chaat masala.",non vegetarian,snack,"Step 1:
In a bowl, mix 500g boneless chicken (cubes), 1/2 cup curd, 1 tbsp ginger-garlic paste, 1 tbsp lemon juice, 1 tsp red chili powder, 1 tsp turmeric powder, 1 tsp cumin powder, 1 tsp garam masala, 1 tsp coriander powder, salt, and 2 tbsp oil.

Step 2:
Marinate for 2-3 hours (or overnight for better flavor).

Step 3:
Thread marinated chicken onto skewers with capsicum and onion pieces (optional).

Step 4:
Grill in oven at 200°C for 15-20 mins or shallow fry in a pan until golden and cooked.

Step 5:
Brush with butter and sprinkle with chaat masala.

Step 6:
Serve hot with green chutney and lemon wedges.
",Scotland,https://butfirstchai.com/wp-content/uploads/2023/03/chicken-tikka-skewers-recipe-500x500.jpg,,,,,,
Fish Fry,"Fish, lemon juice, ginger-garlic paste, turmeric powder, red chili powder, coriander powder, cumin powder, salt, rice flour, gram flour, oil, curry leaves.",non vegetarian,snack,"Step 1:
Marinate 500g fish fillets with 1 tbsp lemon juice, 1 tsp ginger-garlic paste, 1 tsp red chili powder, 1/2 tsp turmeric powder, 1 tsp cumin powder, 1 tsp coriander powder, salt, and 1 tbsp oil. Rest for 30 mins.

Step 2:
Coat the marinated fish in rice flour or gram flour for crispiness.

Step 3:
Heat oil in a pan and shallow fry fish on medium flame until golden and crispy on both sides.

Step 4:
Drain excess oil on tissue paper.

Step 5:
Serve hot with lemon wedges and mint chutney.
",United Kingdom,https://www.kannammacooks.com/wp-content/uploads/masala-fish-fry-recipe-ayala-meen-Mackerel-fry-8.jpg,,,,,,
Egg Roll,"Egg, wheat flour, onion, green chili, capsicum, tomato, ginger-garlic paste, black pepper powder, red chili powder, salt, lemon juice, oil, tomato ketchup, green chutney.",non vegetarian,snack,"Step 1:
In a bowl, knead 1 cup wheat flour, 1/4 tsp salt, and water into a soft dough. Rest for 15 mins.

Step 2:
Whisk 2 eggs with salt, black pepper powder, and chopped coriander leaves.

Step 3:
Roll dough into thin rotis and cook on a tawa with little oil.

Step 4:
Pour whisked egg over the roti and cook until the egg sets. Flip and cook the other side.

Step 5:
Place on a plate, add sliced onion, cucumber, green chutney, tomato ketchup, and lemon juice.

Step 6:
Roll tightly and serve hot.
",Kolkata,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhP-bfUH4VHlLj3BgcL1zM1Jd3CO1T7AvAdA&s,,,,,,
